lucode,code,nlud_simple_class,nlud_simple_subclass,simple_nlud,nlcd,nlcd_lulc,nlcd_colors,tree,tree_canopy_cover,tree_colors,LULC_name,C_above,C_below,C_soil,C_dead,C_embedded,C_emissions
552,013900,Residential,Suburban,13,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,Woody Wetlands,33.5,0.0,716.9138542,0.0,0.0,0.0
553,013901,Residential,Suburban,13,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,Woody Wetlands,42.6419974265,0.0,624.9447646179999,1.5999999999999999,0.0,0.0
554,013902,Residential,Suburban,13,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,Woody Wetlands,57.878659803999994,0.0,471.66294864799994,4.266666666666667,0.0,0.0
555,013903,Residential,Suburban,13,90,Woody Wetlands,#BAD8EA,3,high,#31a354,Woody Wetlands,73.7247886766,0.0,312.2498600392,7.04,0.0,0.0
556,013950,Residential,Suburban,13,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,Emergent Herbaceuous Wetlands,33.5,0.0,716.9138542,0.0,0.0,0.0
557,013951,Residential,Suburban,13,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,Emergent Herbaceuous Wetlands,42.6419974265,0.0,624.9447646179999,1.5999999999999999,0.0,0.0
558,013952,Residential,Suburban,13,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,Emergent Herbaceuous Wetlands,57.878659803999994,0.0,471.66294864799994,4.266666666666667,0.0,0.0
559,013953,Residential,Suburban,13,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,Emergent Herbaceuous Wetlands,73.7247886766,0.0,312.2498600392,7.04,0.0,0.0
560,014110,Residential,Exurban,14,11,Open Water,#476BA0,0,none,#ffffff,Open Water,0.0,0.0,0.0,0.0,0.0,0.0
561,014111,Residential,Exurban,14,11,Open Water,#476BA0,1,low,#e5f5e0,Open Water,14.1669974265,0.0,15.567988547999999,1.5999999999999999,0.0,0.0
562,014112,Residential,Exurban,14,11,Open Water,#476BA0,2,medium,#a1d99b,Open Water,37.778659804,0.0,41.51463612800001,4.266666666666667,0.0,0.0
563,014113,Residential,Exurban,14,11,Open Water,#476BA0,3,high,#31a354,Open Water,62.334788676600006,0.0,68.49914961120001,7.04,0.0,0.0
564,014120,Residential,Exurban,14,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,Perennial Ice/Snow,0.0,0.0,0.0,0.0,0.0,0.0
565,014121,Residential,Exurban,14,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,Perennial Ice/Snow,14.1669974265,0.0,15.567988547999999,1.5999999999999999,0.0,0.0
566,014122,Residential,Exurban,14,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,Perennial Ice/Snow,37.778659804,0.0,41.51463612800001,4.266666666666667,0.0,0.0
567,014123,Residential,Exurban,14,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,Perennial Ice/Snow,62.334788676600006,0.0,68.49914961120001,7.04,0.0,0.0
568,014210,Residential,Exurban,14,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,"Developed, Open Space",52.88965238,3.4,100.9862746,4.4,0.0,0.325
569,014211,Residential,Exurban,14,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,"Developed, Open Space",59.1232019495,2.8899999999999997,101.406321958,5.34,0.0,0.325
570,014212,Residential,Exurban,14,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,"Developed, Open Space",69.512451232,2.04,102.106400888,6.906666666666666,0.0,0.325
571,014213,Residential,Exurban,14,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,"Developed, Open Space",80.31727048580001,1.156,102.83448297520002,8.536,0.0,0.325
572,014220,Residential,Exurban,14,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,"Developed, Low Intensity",187.4518556,2.933333333,78.01443599,17.4800813,707.7,122.611568
573,014221,Residential,Exurban,14,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,"Developed, Low Intensity",173.50107468649998,2.4933333330500003,81.8802591395,16.458069105,707.7,122.611568
574,014222,Residential,Exurban,14,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,"Developed, Low Intensity",150.24977316399998,1.7599999998,88.323297722,14.754715446666665,707.7,122.611568
575,014223,Residential,Exurban,14,22,"Developed, Low Intensity",#D89382,3,high,#31a354,"Developed, Low Intensity",126.0684195806,0.99733333322,95.02405784780001,12.983227642,707.7,122.611568
576,014230,Residential,Exurban,14,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,"Developed, Medium Intensity",171.9014141,2.933333333,77.1556028,17.26341463,636.5666667,480.4527055
577,014231,Residential,Exurban,14,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,"Developed, Medium Intensity",160.2831994115,2.4933333330500003,81.15025092799999,16.2739024355,636.5666667,480.4527055
578,014232,Residential,Exurban,14,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,"Developed, Medium Intensity",140.919508264,1.7599999998,87.80799780800001,14.624715444666666,636.5666667,480.4527055
579,014233,Residential,Exurban,14,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,"Developed, Medium Intensity",120.7812694706,0.99733333322,94.73205456320001,12.9095609742,636.5666667,480.4527055
580,014240,Residential,Exurban,14,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,"Developed, High Intensity",142.4575121,2.933333333,78.85237525,17.2800813,1627.85,860.1464445
581,014241,Residential,Exurban,14,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,"Developed, High Intensity",135.2558827115,2.4933333330500003,82.5925075105,16.288069104999998,1627.85,860.1464445
582,014242,Residential,Exurban,14,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,"Developed, High Intensity",123.253167064,1.7599999998,88.826061278,14.634715446666664,1627.85,860.1464445
583,014243,Residential,Exurban,14,24,"Developed, High Intensity",#AA0000,3,high,#31a354,"Developed, High Intensity",110.77034279060001,0.99733333322,95.3089571962,12.915227642,1627.85,860.1464445
584,014310,Residential,Exurban,14,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,Barren Land,6.8,0.0,25.5,0.0,0.0,0.0
585,014311,Residential,Exurban,14,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,Barren Land,19.946997426499998,0.0,37.242988548,1.5999999999999999,0.0,0.0
586,014312,Residential,Exurban,14,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,Barren Land,41.858659804,0.0,56.814636128000004,4.266666666666667,0.0,0.0
587,014313,Residential,Exurban,14,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,Barren Land,64.64678867660001,0.0,77.16914961120001,7.04,0.0,0.0
588,014410,Residential,Exurban,14,41,Deciduous Forest,#68AA63,0,none,#ffffff,Deciduous Forest,85.88498714,0.0,96.08994273,8.8,0.0,0.0
589,014411,Residential,Exurban,14,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,Deciduous Forest,85.88498714,0.0,96.08994273,8.8,0.0,0.0
590,014412,Residential,Exurban,14,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,Deciduous Forest,85.88498714,0.0,96.08994273,8.8,0.0,0.0
591,014413,Residential,Exurban,14,41,Deciduous Forest,#68AA63,3,high,#31a354,Deciduous Forest,85.88498714,0.0,96.08994273,8.8,0.0,0.0
592,014420,Residential,Exurban,14,42,Evergreen Forest,#1C6330,0,none,#ffffff,Evergreen Forest,105.6849871,0.0,96.08994273,14.4,0.0,0.0
593,014421,Residential,Exurban,14,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,Evergreen Forest,105.6849871,0.0,96.08994273,14.4,0.0,0.0
594,014422,Residential,Exurban,14,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,Evergreen Forest,105.6849871,0.0,96.08994273,14.4,0.0,0.0
595,014423,Residential,Exurban,14,42,Evergreen Forest,#1C6330,3,high,#31a354,Evergreen Forest,105.6849871,0.0,96.08994273,14.4,0.0,0.0
596,014430,Residential,Exurban,14,43,Mixed Forest,#B5C98E,0,none,#ffffff,Mixed Forest,91.76997429,0.0,119.1798855,8.8,0.0,0.0
597,014431,Residential,Exurban,14,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,Mixed Forest,91.76997429,0.0,119.1798855,8.8,0.0,0.0
598,014432,Residential,Exurban,14,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,Mixed Forest,91.76997429,0.0,119.1798855,8.8,0.0,0.0
599,014433,Residential,Exurban,14,43,Mixed Forest,#B5C98E,3,high,#31a354,Mixed Forest,91.76997429,0.0,119.1798855,8.8,0.0,0.0
600,014510,Residential,Exurban,14,51,Dwarf Scrub,#A58C30,0,none,#ffffff,,0.0,0.0,0.0,0.0,0.0,0.0
601,014511,Residential,Exurban,14,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,,0.0,0.0,0.0,0.0,0.0,0.0
602,014512,Residential,Exurban,14,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,,0.0,0.0,0.0,0.0,0.0,0.0
603,014513,Residential,Exurban,14,51,Dwarf Scrub,#A58C30,3,high,#31a354,,0.0,0.0,0.0,0.0,0.0,0.0
604,014520,Residential,Exurban,14,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,Shrub/Scrub,47.875,0.0,68.15477645,0.0,0.0,0.0
605,014521,Residential,Exurban,14,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,Shrub/Scrub,54.8607474265,0.0,73.4995485305,1.5999999999999999,0.0,0.0
606,014522,Residential,Exurban,14,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,Shrub/Scrub,66.503659804,0.0,82.40750199800001,4.266666666666667,0.0,0.0
607,014523,Residential,Exurban,14,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,Shrub/Scrub,78.6122886766,0.0,91.67177360420001,7.04,0.0,0.0
608,014710,Residential,Exurban,14,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,Herbaceuous,10.10660117,8.0,98.79264417,0.0,0.0,0.0
609,014711,Residential,Exurban,14,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,Herbaceuous,22.757608421,6.8,99.5417360925,1.5999999999999999,0.0,0.0
610,014712,Residential,Exurban,14,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,Herbaceuous,43.842620506,4.8,100.79022263,4.266666666666667,0.0,0.0
611,014713,Residential,Exurban,14,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,Herbaceuous,65.77103307440001,2.7199999999999998,102.088648629,7.04,0.0,0.0
612,014720,Residential,Exurban,14,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,,0.0,0.0,0.0,0.0,0.0,0.0
613,014721,Residential,Exurban,14,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,,0.0,0.0,0.0,0.0,0.0,0.0
614,014722,Residential,Exurban,14,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,,0.0,0.0,0.0,0.0,0.0,0.0
615,014723,Residential,Exurban,14,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,,0.0,0.0,0.0,0.0,0.0,0.0
616,014730,Residential,Exurban,14,73,Lichens,#99C147,0,none,#ffffff,,0.0,0.0,0.0,0.0,0.0,0.0
617,014731,Residential,Exurban,14,73,Lichens,#99C147,1,low,#e5f5e0,,0.0,0.0,0.0,0.0,0.0,0.0
618,014732,Residential,Exurban,14,73,Lichens,#99C147,2,medium,#a1d99b,,0.0,0.0,0.0,0.0,0.0,0.0
619,014733,Residential,Exurban,14,73,Lichens,#99C147,3,high,#31a354,,0.0,0.0,0.0,0.0,0.0,0.0
620,014740,Residential,Exurban,14,74,Moss,#77AD93,0,none,#ffffff,,0.0,0.0,0.0,0.0,0.0,0.0
621,014741,Residential,Exurban,14,74,Moss,#77AD93,1,low,#e5f5e0,,0.0,0.0,0.0,0.0,0.0,0.0
622,014742,Residential,Exurban,14,74,Moss,#77AD93,2,medium,#a1d99b,,0.0,0.0,0.0,0.0,0.0,0.0
623,014743,Residential,Exurban,14,74,Moss,#77AD93,3,high,#31a354,,0.0,0.0,0.0,0.0,0.0,0.0
624,014810,Residential,Exurban,14,81,Pasture/Hay,#DBD83D,0,none,#ffffff,Hay/Pasture,10.10660117,8.0,98.79264417,0.0,0.0,0.0
625,014811,Residential,Exurban,14,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,Hay/Pasture,22.757608421,6.8,99.5417360925,1.5999999999999999,0.0,0.0
626,014812,Residential,Exurban,14,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,Hay/Pasture,43.842620506,4.8,100.79022263,4.266666666666667,0.0,0.0
627,014813,Residential,Exurban,14,81,Pasture/Hay,#DBD83D,3,high,#31a354,Hay/Pasture,65.77103307440001,2.7199999999999998,102.088648629,7.04,0.0,0.0
628,014820,Residential,Exurban,14,82,Cultivated Crops,#AA7028,0,none,#ffffff,Cultivated Crops,4.793840162,0.0,65.75263422,0.0,0.0,0.0
629,014821,Residential,Exurban,14,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,Cultivated Crops,18.2417615642,0.0,71.457727635,1.5999999999999999,0.0,0.0
630,014822,Residential,Exurban,14,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,Cultivated Crops,40.6549639012,0.0,80.96621666000001,4.266666666666667,0.0,0.0
631,014823,Residential,Exurban,14,82,Cultivated Crops,#AA7028,3,high,#31a354,Cultivated Crops,63.96469433168001,0.0,90.855045246,7.04,0.0,0.0
632,014900,Residential,Exurban,14,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,Woody Wetlands,33.5,0.0,716.9138542,0.0,0.0,0.0
633,014901,Residential,Exurban,14,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,Woody Wetlands,42.6419974265,0.0,624.9447646179999,1.5999999999999999,0.0,0.0
634,014902,Residential,Exurban,14,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,Woody Wetlands,57.878659803999994,0.0,471.66294864799994,4.266666666666667,0.0,0.0
635,014903,Residential,Exurban,14,90,Woody Wetlands,#BAD8EA,3,high,#31a354,Woody Wetlands,73.7247886766,0.0,312.2498600392,7.04,0.0,0.0
636,014950,Residential,Exurban,14,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,Emergent Herbaceuous Wetlands,33.5,0.0,716.9138542,0.0,0.0,0.0
637,014951,Residential,Exurban,14,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,Emergent Herbaceuous Wetlands,42.6419974265,0.0,624.9447646179999,1.5999999999999999,0.0,0.0
638,014952,Residential,Exurban,14,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,Emergent Herbaceuous Wetlands,57.878659803999994,0.0,471.66294864799994,4.266666666666667,0.0,0.0
639,014953,Residential,Exurban,14,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,Emergent Herbaceuous Wetlands,73.7247886766,0.0,312.2498600392,7.04,0.0,0.0
640,015110,Residential,Rural,15,11,Open Water,#476BA0,0,none,#ffffff,Open Water,0.0,0.0,0.0,0.0,0.0,0.0
641,015111,Residential,Rural,15,11,Open Water,#476BA0,1,low,#e5f5e0,Open Water,14.1669974265,0.0,15.567988547999999,1.5999999999999999,0.0,0.0
642,015112,Residential,Rural,15,11,Open Water,#476BA0,2,medium,#a1d99b,Open Water,37.778659804,0.0,41.51463612800001,4.266666666666667,0.0,0.0
643,015113,Residential,Rural,15,11,Open Water,#476BA0,3,high,#31a354,Open Water,62.334788676600006,0.0,68.49914961120001,7.04,0.0,0.0
644,015120,Residential,Rural,15,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,Perennial Ice/Snow,0.0,0.0,0.0,0.0,0.0,0.0
645,015121,Residential,Rural,15,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,Perennial Ice/Snow,14.1669974265,0.0,15.567988547999999,1.5999999999999999,0.0,0.0
646,015122,Residential,Rural,15,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,Perennial Ice/Snow,37.778659804,0.0,41.51463612800001,4.266666666666667,0.0,0.0
647,015123,Residential,Rural,15,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,Perennial Ice/Snow,62.334788676600006,0.0,68.49914961120001,7.04,0.0,0.0
648,015210,Residential,Rural,15,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,"Developed, Open Space",52.88965238,3.4,100.9862746,4.4,0.0,0.325
649,015211,Residential,Rural,15,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,"Developed, Open Space",59.1232019495,2.8899999999999997,101.406321958,5.34,0.0,0.325
650,015212,Residential,Rural,15,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,"Developed, Open Space",69.512451232,2.04,102.106400888,6.906666666666666,0.0,0.325
651,015213,Residential,Rural,15,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,"Developed, Open Space",80.31727048580001,1.156,102.83448297520002,8.536,0.0,0.325
652,015220,Residential,Rural,15,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,"Developed, Low Intensity",187.4518556,2.933333333,78.01443599,17.4800813,707.7,122.611568
653,015221,Residential,Rural,15,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,"Developed, Low Intensity",173.50107468649998,2.4933333330500003,81.8802591395,16.458069105,707.7,122.611568
654,015222,Residential,Rural,15,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,"Developed, Low Intensity",150.24977316399998,1.7599999998,88.323297722,14.754715446666665,707.7,122.611568
655,015223,Residential,Rural,15,22,"Developed, Low Intensity",#D89382,3,high,#31a354,"Developed, Low Intensity",126.0684195806,0.99733333322,95.02405784780001,12.983227642,707.7,122.611568
656,015230,Residential,Rural,15,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,"Developed, Medium Intensity",171.9014141,2.933333333,77.1556028,17.26341463,636.5666667,480.4527055
657,015231,Residential,Rural,15,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,"Developed, Medium Intensity",160.2831994115,2.4933333330500003,81.15025092799999,16.2739024355,636.5666667,480.4527055
658,015232,Residential,Rural,15,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,"Developed, Medium Intensity",140.919508264,1.7599999998,87.80799780800001,14.624715444666666,636.5666667,480.4527055
659,015233,Residential,Rural,15,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,"Developed, Medium Intensity",120.7812694706,0.99733333322,94.73205456320001,12.9095609742,636.5666667,480.4527055
660,015240,Residential,Rural,15,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,"Developed, High Intensity",142.4575121,2.933333333,78.85237525,17.2800813,1627.85,860.1464445
661,015241,Residential,Rural,15,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,"Developed, High Intensity",135.2558827115,2.4933333330500003,82.5925075105,16.288069104999998,1627.85,860.1464445
662,015242,Residential,Rural,15,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,"Developed, High Intensity",123.253167064,1.7599999998,88.826061278,14.634715446666664,1627.85,860.1464445
663,015243,Residential,Rural,15,24,"Developed, High Intensity",#AA0000,3,high,#31a354,"Developed, High Intensity",110.77034279060001,0.99733333322,95.3089571962,12.915227642,1627.85,860.1464445
664,015310,Residential,Rural,15,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,Barren Land,6.8,0.0,25.5,0.0,0.0,0.0
665,015311,Residential,Rural,15,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,Barren Land,19.946997426499998,0.0,37.242988548,1.5999999999999999,0.0,0.0
666,015312,Residential,Rural,15,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,Barren Land,41.858659804,0.0,56.814636128000004,4.266666666666667,0.0,0.0
667,015313,Residential,Rural,15,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,Barren Land,64.64678867660001,0.0,77.16914961120001,7.04,0.0,0.0
668,015410,Residential,Rural,15,41,Deciduous Forest,#68AA63,0,none,#ffffff,Deciduous Forest,85.88498714,0.0,96.08994273,8.8,0.0,0.0
669,015411,Residential,Rural,15,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,Deciduous Forest,85.88498714,0.0,96.08994273,8.8,0.0,0.0
670,015412,Residential,Rural,15,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,Deciduous Forest,85.88498714,0.0,96.08994273,8.8,0.0,0.0
671,015413,Residential,Rural,15,41,Deciduous Forest,#68AA63,3,high,#31a354,Deciduous Forest,85.88498714,0.0,96.08994273,8.8,0.0,0.0
672,015420,Residential,Rural,15,42,Evergreen Forest,#1C6330,0,none,#ffffff,Evergreen Forest,105.6849871,0.0,96.08994273,14.4,0.0,0.0
673,015421,Residential,Rural,15,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,Evergreen Forest,105.6849871,0.0,96.08994273,14.4,0.0,0.0
674,015422,Residential,Rural,15,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,Evergreen Forest,105.6849871,0.0,96.08994273,14.4,0.0,0.0
675,015423,Residential,Rural,15,42,Evergreen Forest,#1C6330,3,high,#31a354,Evergreen Forest,105.6849871,0.0,96.08994273,14.4,0.0,0.0
676,015430,Residential,Rural,15,43,Mixed Forest,#B5C98E,0,none,#ffffff,Mixed Forest,91.76997429,0.0,119.1798855,8.8,0.0,0.0
677,015431,Residential,Rural,15,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,Mixed Forest,91.76997429,0.0,119.1798855,8.8,0.0,0.0
678,015432,Residential,Rural,15,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,Mixed Forest,91.76997429,0.0,119.1798855,8.8,0.0,0.0
679,015433,Residential,Rural,15,43,Mixed Forest,#B5C98E,3,high,#31a354,Mixed Forest,91.76997429,0.0,119.1798855,8.8,0.0,0.0
680,015510,Residential,Rural,15,51,Dwarf Scrub,#A58C30,0,none,#ffffff,,0.0,0.0,0.0,0.0,0.0,0.0
681,015511,Residential,Rural,15,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,,0.0,0.0,0.0,0.0,0.0,0.0
682,015512,Residential,Rural,15,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,,0.0,0.0,0.0,0.0,0.0,0.0
683,015513,Residential,Rural,15,51,Dwarf Scrub,#A58C30,3,high,#31a354,,0.0,0.0,0.0,0.0,0.0,0.0
684,015520,Residential,Rural,15,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,Shrub/Scrub,47.875,0.0,68.15477645,0.0,0.0,0.0
685,015521,Residential,Rural,15,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,Shrub/Scrub,54.8607474265,0.0,73.4995485305,1.5999999999999999,0.0,0.0
686,015522,Residential,Rural,15,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,Shrub/Scrub,66.503659804,0.0,82.40750199800001,4.266666666666667,0.0,0.0
687,015523,Residential,Rural,15,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,Shrub/Scrub,78.6122886766,0.0,91.67177360420001,7.04,0.0,0.0
688,015710,Residential,Rural,15,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,Herbaceuous,10.10660117,8.0,98.79264417,0.0,0.0,0.0
689,015711,Residential,Rural,15,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,Herbaceuous,22.757608421,6.8,99.5417360925,1.5999999999999999,0.0,0.0
690,015712,Residential,Rural,15,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,Herbaceuous,43.842620506,4.8,100.79022263,4.266666666666667,0.0,0.0
691,015713,Residential,Rural,15,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,Herbaceuous,65.77103307440001,2.7199999999999998,102.088648629,7.04,0.0,0.0
692,015720,Residential,Rural,15,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,,0.0,0.0,0.0,0.0,0.0,0.0
693,015721,Residential,Rural,15,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,,0.0,0.0,0.0,0.0,0.0,0.0
694,015722,Residential,Rural,15,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,,0.0,0.0,0.0,0.0,0.0,0.0
695,015723,Residential,Rural,15,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,,0.0,0.0,0.0,0.0,0.0,0.0
696,015730,Residential,Rural,15,73,Lichens,#99C147,0,none,#ffffff,,0.0,0.0,0.0,0.0,0.0,0.0
697,015731,Residential,Rural,15,73,Lichens,#99C147,1,low,#e5f5e0,,0.0,0.0,0.0,0.0,0.0,0.0
698,015732,Residential,Rural,15,73,Lichens,#99C147,2,medium,#a1d99b,,0.0,0.0,0.0,0.0,0.0,0.0
699,015733,Residential,Rural,15,73,Lichens,#99C147,3,high,#31a354,,0.0,0.0,0.0,0.0,0.0,0.0
700,015740,Residential,Rural,15,74,Moss,#77AD93,0,none,#ffffff,,0.0,0.0,0.0,0.0,0.0,0.0
701,015741,Residential,Rural,15,74,Moss,#77AD93,1,low,#e5f5e0,,0.0,0.0,0.0,0.0,0.0,0.0
702,015742,Residential,Rural,15,74,Moss,#77AD93,2,medium,#a1d99b,,0.0,0.0,0.0,0.0,0.0,0.0
703,015743,Residential,Rural,15,74,Moss,#77AD93,3,high,#31a354,,0.0,0.0,0.0,0.0,0.0,0.0
704,015810,Residential,Rural,15,81,Pasture/Hay,#DBD83D,0,none,#ffffff,Hay/Pasture,10.10660117,8.0,98.79264417,0.0,0.0,0.0
705,015811,Residential,Rural,15,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,Hay/Pasture,22.757608421,6.8,99.5417360925,1.5999999999999999,0.0,0.0
706,015812,Residential,Rural,15,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,Hay/Pasture,43.842620506,4.8,100.79022263,4.266666666666667,0.0,0.0
707,015813,Residential,Rural,15,81,Pasture/Hay,#DBD83D,3,high,#31a354,Hay/Pasture,65.77103307440001,2.7199999999999998,102.088648629,7.04,0.0,0.0
708,015820,Residential,Rural,15,82,Cultivated Crops,#AA7028,0,none,#ffffff,Cultivated Crops,4.793840162,0.0,65.75263422,0.0,0.0,0.0
709,015821,Residential,Rural,15,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,Cultivated Crops,18.2417615642,0.0,71.457727635,1.5999999999999999,0.0,0.0
710,015822,Residential,Rural,15,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,Cultivated Crops,40.6549639012,0.0,80.96621666000001,4.266666666666667,0.0,0.0
711,015823,Residential,Rural,15,82,Cultivated Crops,#AA7028,3,high,#31a354,Cultivated Crops,63.96469433168001,0.0,90.855045246,7.04,0.0,0.0
712,015900,Residential,Rural,15,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,Woody Wetlands,33.5,0.0,716.9138542,0.0,0.0,0.0
713,015901,Residential,Rural,15,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,Woody Wetlands,42.6419974265,0.0,624.9447646179999,1.5999999999999999,0.0,0.0
714,015902,Residential,Rural,15,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,Woody Wetlands,57.878659803999994,0.0,471.66294864799994,4.266666666666667,0.0,0.0
715,015903,Residential,Rural,15,90,Woody Wetlands,#BAD8EA,3,high,#31a354,Woody Wetlands,73.7247886766,0.0,312.2498600392,7.04,0.0,0.0
716,015950,Residential,Rural,15,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,Emergent Herbaceuous Wetlands,33.5,0.0,716.9138542,0.0,0.0,0.0
